1, seth faucette, green bay packers, RB, 379, 867, 45786536
18247, dominic alma, seattle seahawks, WR, 193, 391, 33171540
18248, alfred purser, pittsburgh steelers, QB, 51, 306, 38283643
18249, kevin russel, baltimore ravens, RB, 309, 499, 34460379
18250, john chamberlain, tennessee titans, RB, 153, 187, 6362141
18251, paul luna, jacksonville jaguars, RB, 412, 867, 4655442
18252, roger stremming, oakland raiders, RB, 484, 392, 44464925
18253, louie rodriguez, cincinnati bengals, WR, 408, 346, 43494283
18254, derrick baker, san francisco 49ers, WR, 122, 505, 3454108
18255, jerome herring, detroit lions, QB, 315, 70, 9320318
18256, edgar ramage, cleveland browns, WR, 160, 378, 48989511
18257, robert walker, buffalo bills, RB, 181, 129, 14783477
18258, steve berndt, san diego chargers, RB, 42, 694, 9051132
18259, juan cannon, carolina panthers, WR, 35, 76, 25352598
18260, travis benjamen, buffalo bills, RB, 398, 595, 2540589
18261, delbert turner, minnesota vikings, QB, 239, 10, 33111463
18262, lester goodson, oakland raiders, RB, 260, 230, 1604411
18263, john langlinais, green bay packers, QB, 51, 542, 35598138
18264, albert salyer, washington redskins, QB, 467, 909, 25783774
18265, joseph flores, buffalo bills, RB, 30, 96, 6835693
18266, brandon kim, green bay packers, QB, 9, 814, 19296969
18267, daryl marshall, tampa bay buccaneers, QB, 464, 428, 40806930
18268, lee webb, tampa bay buccaneers, QB, 91, 916, 1715761
18269, walter estabrook, kansas city chiefs, QB, 339, 714, 47808024
18270, oscar zamora, new england patriots, RB, 363, 42, 7472560
18271, brian hansen, detroit lions, RB, 289, 58, 6338532
18272, willie alvarez, washington redskins, WR, 356, 322, 28357232
18273, ralph petree, new york giants, RB, 223, 30, 35354626
18274, jason massey, denver broncos, WR, 185, 507, 1620374
18275, william macmillan, new york giants, RB, 252, 420, 30063905
18276, robert brown, cleveland browns, RB, 24, 183, 31775021
18277, andrew weber, cincinnati bengals, RB, 390, 426, 49766249
18278, herbert bennett, houston texans, RB, 285, 468, 23797204
18279, roger bittner, tennessee titans, RB, 151, 242, 34534409
18280, james altamirano, san diego chargers, WR, 149, 387, 6594666
18281, michael oseguera, cincinnati bengals, RB, 202, 336, 35662784
18282, john branham, oakland raiders, RB, 199, 446, 30489540
18283, robert cosley, pittsburgh steelers, RB, 171, 249, 5516215
18284, kerry apple, tennessee titans, WR, 439, 7, 47523601
18285, raymond hanson, jacksonville jaguars, QB, 74, 234, 46304641
18286, gary bunnell, st louis rams, WR, 484, 156, 38464870
18287, carl newman, san diego chargers, QB, 193, 948, 5931014
18288, jason adkins, dallas cowboys, QB, 229, 226, 7137414
18289, carl jones, st louis rams, WR, 202, 238, 13617345
18290, robert lanzetta, new york jets, WR, 475, 3, 4125546
18291, charles moretto, minnesota vikings, QB, 87, 571, 2092597
18292, robert crowley, pittsburgh steelers, WR, 12, 526, 33709029
18293, william schumacher, minnesota vikings, RB, 224, 34, 32273254
18294, thomas newmark, minnesota vikings, RB, 385, 580, 13778912
18295, eric estrada, atlanta falcons, QB, 51, 134, 33509136
18296, preston massengale, oakland raiders, WR, 483, 549, 35971106
18297, houston gaudet, cleveland browns, QB, 338, 472, 41232853
18298, clarence vogel, new orleans saints, RB, 112, 465, 3922540
18299, kyle harris, arizona cardinals, RB, 332, 157, 17129524
18300, paul phillips, st louis rams, QB, 123, 94, 41028778
18301, roland brownfield, new york jets, WR, 110, 40, 28421824
18302, john mozak, buffalo bills, WR, 473, 379, 18090325
18303, tony amaral, kansas city chiefs, WR, 278, 436, 19388468
18304, victor kim, minnesota vikings, QB, 372, 356, 25500916
18305, james shiffer, detroit lions, RB, 298, 62, 18439536
18306, derek nguyen, cleveland browns, RB, 244, 860, 40977076
18307, sterling sheppard, washington redskins, QB, 271, 646, 16745862
18308, james lambdin, baltimore ravens, WR, 89, 912, 18454978
18309, anthony pai, atlanta falcons, QB, 336, 963, 31501038
18310, alan thomas, new england patriots, WR, 216, 999, 44209231
18311, craig fischer, baltimore ravens, RB, 222, 541, 4445386
18312, dewey williams, seattle seahawks, QB, 421, 189, 22272875
18313, hugh bourgeois, washington redskins, QB, 276, 665, 38317120
18314, james bush, green bay packers, WR, 207, 228, 37324347
18315, william alexander, oakland raiders, WR, 324, 102, 43184274
18316, danny hart, denver broncos, QB, 266, 765, 21257158
18317, brett clark, baltimore ravens, RB, 32, 624, 43017548
18318, darren tullio, st louis rams, RB, 287, 511, 49801789
18319, paul golden, detroit lions, QB, 361, 863, 4273546
18320, justin ross, houston texans, QB, 145, 746, 16275570
18321, willie chan, minnesota vikings, RB, 253, 989, 20308738
18322, floyd dashnaw, washington redskins, RB, 81, 96, 35608372
18323, michael ipock, new orleans saints, QB, 348, 341, 704373
18324, dennis wesley, new orleans saints, QB, 390, 825, 25115824
18325, joseph hill, philadelphia eagles, QB, 308, 143, 33442062
18326, douglas petrulis, kansas city chiefs, RB, 384, 318, 11811012
18327, francis peachey, cincinnati bengals, WR, 375, 130, 31286571
18328, joel lackey, st louis rams, WR, 347, 885, 49404143
18329, robert kraeger, new york giants, RB, 290, 727, 43417893
18330, james gatewood, cincinnati bengals, QB, 333, 245, 49042773
18331, edward laidlaw, houston texans, QB, 66, 493, 15729500
18332, paul shiflett, cleveland browns, QB, 453, 38, 12662199
18333, andrew hughes, st louis rams, WR, 52, 823, 44045687
18334, randall lail, san francisco 49ers, QB, 307, 529, 26724580
18335, carlos scott, dallas cowboys, WR, 436, 311, 16033760
18336, carlos mcvay, miami dolphins, QB, 83, 182, 49594701
18337, melvin appleby, oakland raiders, RB, 299, 247, 44008059
18338, john richardson, houston texans, WR, 95, 59, 21303274
18339, daniel tripp, houston texans, QB, 37, 748, 19125022
18340, kevin daughrity, st louis rams, RB, 36, 473, 6185336
18341, doug senz, kansas city chiefs, QB, 160, 229, 23677106
18342, earl card, cleveland browns, WR, 458, 364, 26978807
18343, danny chilton, indianapolis colts, WR, 133, 862, 45348172
18344, peter nolin, kansas city chiefs, WR, 329, 514, 11201677
18345, michael hayden, san diego chargers, RB, 71, 112, 40075572
18346, charles chancey, miami dolphins, QB, 306, 908, 7156784
18347, george murphy, cleveland browns, QB, 477, 693, 22651459
18348, steven norwood, new york jets, WR, 78, 573, 31690102
18349, james clark, green bay packers, RB, 284, 930, 33465362
18350, philip prince, baltimore ravens, WR, 489, 137, 33183949
18351, david smith, new orleans saints, QB, 305, 769, 41308165
18352, sean kelley, philadelphia eagles, RB, 432, 476, 24916398
18353, todd deleone, oakland raiders, RB, 3, 836, 26992254
18354, richard smith, dallas cowboys, QB, 223, 838, 5121061
18355, roderick williamson, kansas city chiefs, RB, 378, 489, 11934204
18356, eric anderson, kansas city chiefs, WR, 365, 426, 2874677
18357, john johnson, san diego chargers, WR, 39, 380, 35576317
18358, roland garcia, pittsburgh steelers, QB, 88, 952, 13183062
18359, blake thorp, new orleans saints, RB, 138, 512, 12869197
18360, numbers leverenz, cincinnati bengals, WR, 390, 328, 44491118
18361, bruce martin, miami dolphins, QB, 320, 676, 29463313
18362, edward davis, new orleans saints, WR, 270, 333, 38212832
18363, mark long, tennessee titans, RB, 118, 133, 4910046
18364, roy kopka, minnesota vikings, WR, 37, 251, 23813232
18365, arthur jackson, denver broncos, RB, 35, 27, 20138380
18366, alonzo gallant, tampa bay buccaneers, RB, 78, 860, 17696060
18367, george cruz, tampa bay buccaneers, QB, 212, 61, 15102231
18368, arturo biedrzycki, pittsburgh steelers, QB, 128, 268, 5268732
18369, herbert isaac, washington redskins, WR, 81, 532, 39412930
18370, willie ramirez, arizona cardinals, RB, 203, 442, 7827519
18371, william clapp, new york jets, QB, 162, 925, 14552791
18372, randal campion, new york giants, QB, 302, 241, 19634159
18373, donald espinoza, arizona cardinals, QB, 457, 200, 30190328
18374, steven soler, cleveland browns, WR, 344, 578, 14429886
18375, tony robinson, new orleans saints, QB, 284, 525, 21711181
18376, kirk spaulding, buffalo bills, RB, 34, 442, 38340482
18377, kevin rodriguez, seattle seahawks, QB, 291, 700, 23993752
18378, justin jones, chicago bears, QB, 65, 411, 20906572
18379, william mack, dallas cowboys, RB, 96, 464, 49842934
18380, benito troutman, philadelphia eagles, RB, 337, 682, 1405720
18381, daniel twiggs, san diego chargers, QB, 213, 466, 13498870
18382, jackie england, tennessee titans, RB, 270, 45, 19810982
18383, edwin gordon, buffalo bills, WR, 13, 305, 20717765
18384, ernest smith, new orleans saints, WR, 452, 529, 38159089
18385, paul baker, pittsburgh steelers, RB, 110, 840, 28070523
18386, robert purvis, san francisco 49ers, QB, 311, 189, 14742040
18387, terry salvas, chicago bears, QB, 257, 354, 19090094
18388, george conner, buffalo bills, WR, 314, 813, 49715800
18389, stephen bussey, denver broncos, QB, 379, 454, 15469843
18390, chris levine, arizona cardinals, QB, 458, 868, 24264158
18391, michael vranicar, oakland raiders, RB, 454, 304, 7587216
18392, julio streeter, jacksonville jaguars, RB, 441, 571, 31260051
18393, michael brown, denver broncos, QB, 426, 490, 35240488
18394, donald mastroianni, kansas city chiefs, QB, 469, 835, 7509306
18395, justin healy, kansas city chiefs, WR, 246, 778, 47037975
18396, joseph mccaughey, pittsburgh steelers, RB, 499, 392, 35120204
18397, jorge smith, baltimore ravens, QB, 90, 536, 38641059
18398, joshua yetsko, houston texans, RB, 83, 778, 4535835
18399, clemente stockman, tampa bay buccaneers, WR, 47, 931, 41606687
18400, woodrow williamson, new york giants, WR, 444, 131, 14144425
18401, john gonzalez, denver broncos, RB, 280, 665, 11812769
18402, john hall, green bay packers, RB, 145, 899, 45238311
18403, james henderson, kansas city chiefs, WR, 163, 919, 11832026
18404, john blach, new england patriots, QB, 229, 323, 47808763
18405, miles collins, philadelphia eagles, RB, 273, 764, 42106047
18406, guadalupe robinson, denver broncos, QB, 372, 396, 34800900
18407, george pyanowski, pittsburgh steelers, QB, 269, 746, 48964856
18408, george cote, minnesota vikings, RB, 216, 549, 6927842
18409, blake bard, jacksonville jaguars, WR, 265, 495, 6496598
18410, ross byrd, minnesota vikings, RB, 421, 643, 6185675
18411, dexter jones, new orleans saints, WR, 90, 390, 1184067
18412, neal camacho, new orleans saints, RB, 113, 585, 10061102
18413, peter aaron, indianapolis colts, QB, 224, 83, 37829606
18414, ricky yang, tennessee titans, WR, 276, 233, 42916833
18415, robert oneil, miami dolphins, RB, 207, 657, 33318877
18416, dominick beckstrom, cleveland browns, QB, 244, 767, 33891300
18417, luis springer, indianapolis colts, RB, 295, 864, 21585406
18418, donald price, miami dolphins, WR, 25, 120, 507728
18419, adam crouch, detroit lions, RB, 306, 895, 15746837
18420, jimmy glover, jacksonville jaguars, WR, 134, 337, 34890217
18421, james tanner, cleveland browns, RB, 79, 956, 47607389
18422, fred stephens, buffalo bills, RB, 432, 774, 8291555
18423, joe cook, tennessee titans, RB, 27, 950, 12219535
18424, robert loomis, arizona cardinals, WR, 500, 198, 41274431
18425, george west, tennessee titans, RB, 500, 26, 45321374
18426, roger cyr, san francisco 49ers, RB, 469, 749, 10328241
18427, john wise, atlanta falcons, WR, 70, 306, 42487057
18428, angel barry, new orleans saints, WR, 73, 809, 41037102
18429, stanley parker, arizona cardinals, QB, 379, 590, 40380576
18430, dennis gill, cleveland browns, QB, 87, 57, 30785727
18431, eloy evans, oakland raiders, WR, 302, 542, 22570590
18432, jack naylor, pittsburgh steelers, WR, 377, 811, 30683779
18433, jason lowe, cincinnati bengals, WR, 433, 806, 40138771
18434, richard hayes, detroit lions, QB, 329, 787, 8637217
18435, jorge oconnor, new york jets, QB, 238, 522, 44219682
18436, william campbell, buffalo bills, QB, 161, 340, 15811285
18437, roger giese, dallas cowboys, WR, 464, 371, 5980576
18438, ernest price, san francisco 49ers, WR, 266, 214, 28436035
18439, joseph weinzierl, dallas cowboys, QB, 63, 3, 34031562
18440, bud freeman, pittsburgh steelers, QB, 375, 203, 584869
18441, brian corral, washington redskins, QB, 34, 827, 10842870
18442, richard milam, dallas cowboys, RB, 21, 320, 9717793
18443, luther morgan, new orleans saints, WR, 81, 843, 10104299
18444, josef cormier, dallas cowboys, WR, 430, 350, 17972263
18445, kenneth rokus, san francisco 49ers, WR, 3, 424, 2321713
18446, james gibson, philadelphia eagles, RB, 342, 421, 21466298
18447, anthony zeff, new york giants, WR, 34, 204, 33540414
18448, jerry jacks, new england patriots, QB, 90, 934, 22119170
18449, larry collum, green bay packers, WR, 327, 625, 22428358
18450, william hicks, baltimore ravens, WR, 418, 665, 22784180
18451, brian moore, pittsburgh steelers, RB, 58, 816, 4664272
18452, timothy miller, detroit lions, QB, 285, 258, 42838192
18453, josiah hunter, houston texans, WR, 280, 313, 10167362
18454, abraham bronner, san francisco 49ers, WR, 361, 929, 24051115
18455, craig garner, new york jets, QB, 176, 45, 2131302
18456, joseph hayes, tampa bay buccaneers, RB, 319, 444, 30936149
18457, eric barbour, atlanta falcons, WR, 346, 330, 13841216
18458, taylor cox, tennessee titans, WR, 76, 25, 43884508
18459, david smith, san francisco 49ers, QB, 46, 7, 22321976
18460, keith pastrano, carolina panthers, WR, 50, 356, 18497094
18461, gilbert mills, new england patriots, RB, 171, 712, 1708870
18462, james rosenbarger, new york jets, QB, 298, 556, 3161532
18463, clarence leingang, oakland raiders, QB, 104, 499, 4936758
18464, orville henig, buffalo bills, QB, 191, 737, 14877807
18465, james moore, cleveland browns, WR, 383, 783, 21017841
18466, ralph fairley, denver broncos, RB, 345, 473, 26356848
18467, robert fry, baltimore ravens, RB, 123, 170, 26204676
18468, johnie stapleton, washington redskins, WR, 249, 455, 19765341
18469, charles littleton, kansas city chiefs, QB, 309, 955, 23394245
18470, travis bracken, seattle seahawks, RB, 480, 681, 32791455
18471, andrew brown, minnesota vikings, RB, 171, 785, 3266507
18472, harold cruz, pittsburgh steelers, WR, 500, 13, 47943196
18473, elvis swenson, jacksonville jaguars, WR, 167, 903, 46732303
18474, patrick day, kansas city chiefs, QB, 425, 507, 49546418
18475, alfred hamff, cleveland browns, WR, 134, 1000, 46716998
18476, derick koehler, arizona cardinals, QB, 246, 514, 6786386
18477, david rodgers, miami dolphins, WR, 162, 730, 19262369
18478, johnny fulton, san francisco 49ers, WR, 266, 697, 7076816
18479, rickey perrone, chicago bears, WR, 104, 18, 31616115
18480, ernest hough, buffalo bills, RB, 187, 720, 47469699
18481, don ross, st louis rams, QB, 70, 315, 2185976
18482, blaine wallis, miami dolphins, RB, 370, 771, 46757223
18483, roy stewart, miami dolphins, WR, 130, 490, 30761541
18484, vincent bailey, new york jets, WR, 354, 976, 46194723
18485, glen mckoy, green bay packers, RB, 471, 911, 26227093
18486, john miller, new york giants, QB, 3, 44, 28915416
18487, david roberson, atlanta falcons, RB, 182, 381, 43447608
18488, charles waldren, baltimore ravens, RB, 167, 488, 6384410
18489, kevin gates, kansas city chiefs, WR, 13, 981, 29240428
18490, harry darling, detroit lions, RB, 477, 270, 20999300
18491, benton schneider, new england patriots, QB, 115, 388, 41389237
18492, walter smith, philadelphia eagles, WR, 384, 587, 42408409
18493, steve wells, miami dolphins, RB, 187, 348, 48034332
18494, john nichols, detroit lions, QB, 393, 544, 19843687
18495, craig simkins, kansas city chiefs, WR, 71, 303, 35177934
